Kantons-Nummer,Kanton,commune_id,Gemeinde,Stimmberechtigte,Ja in Prozent,Residents,Change in %,Population density per km²,Foreign nationals in %,0-19 years,20-64 years,65 years or over,Crude marriage rate,Crude divorce rate,Crude birth rate,Crude mortality rate,Private households,Size of households in persons,Total surface area in km2,Settlement and urban area in %,Change in ha,Agricultural area in %,Change in ha.1,Wooded area in %,Unproductive area in %,Employed total,Primary sector,Secondary sector,Tertiary sector,Business establishments total,Primary sector establishments,Secondary sector establishments,Tertiary sector establishments,Dwelling vacancy rate,New housing units per 1000 residents,Social assistance rate,FDP/PLR 2),CVP,SP,SVP,EVP/CSP,GLP,BDP,PdA/Sol.,GPS,Small right-wing parties,stpf,snpstbetr,mean_stbetr,median_stbetr,gini_stbetr,mean_steink,median_steink,gini_steink,mean_steinka,median_steinka,gini_steinka,mean_reink,median_reink,gini_reink,mean_reinka,median_reinka,gini_reinka,lat,lon,ref622_ja_prozent
19,Aargau,4136,Holziken,996.0,35.2357320099256,1320.0,7.3170731707,461.5384615385,17.04545455,19.84848485,64.24242424,15.90909091,9.1012514221,1.516875237,9.8596890406,9.8596890406,574.0,2.27,2.87,15.6794425087,12.0,43.5540069686,-15.0,39.3728222997,1.393728223,250.0,24.0,64.0,162.0,70.0,8.0,12.0,50.0,3.3280507132,5.3151100987,1.9741837509,10.2198355429,2.9367343514,9.0451418023,62.5943950327,3.893270683,2.8360463165,4.6652122839,,0.9565363316,1.5438832019,605.0,0.764,1263.0,510.0,0.6790000200271606,65647.0,57400.0,0.2840000092983246,52910.0,47300.0,0.24500000476837158,72554.0,59900.0,0.29600000381469727,57393.0,52467.0,0.23199999332427979,47.321944444444,8.0388888888889,14.6153846153846
22,Vaud,5406,Lavey-Morcles,608.0,48.6792452830189,926.0,7.5493612079,65.2112676056,17.92656587,21.27429806,61.77105832,16.95464363,2.1774632553,3.266194883,9.7985846489,7.6211213936,426.0,2.16,14.14,5.1626591231,7.0,18.387553041,-11.0,63.1541725601,13.2956152758,336.0,9.0,67.0,260.0,43.0,,14.0,25.0,4.0892193309,2.1953896817,5.9275521405,23.5378371926,3.891143471,20.1002625925,35.2112676056,1.3845786584,2.6020529959,3.7956552877,0.8355216042,6.9706373836,0.2148484125,374.0,0.372,996.0,389.0,0.6809999942779541,58413.0,52400.0,0.31200000643730164,48187.0,44800.0,0.27799999713897705,64625.0,54850.0,0.3179999887943268,52343.0,49071.0,0.2619999945163727,46.2,7.0333333333333,57.847533632287
1,Zürich,195,Maur,6638.0,45.4381443298969,10067.0,5.6126731011,681.5842924848,20.38343101,21.1383729,58.55766365,20.30396344,4.5096958461,1.6034474119,7.6163752067,4.6099113093,4287.0,2.32,14.79,22.4475997295,52.0,51.5212981744,-58.0,25.4225828262,0.6085192698,2288.0,107.0,352.0,1829.0,661.0,35.0,79.0,547.0,0.7310255859,4.1456016178,1.5470171891,24.0196402592,3.6379116519,14.6896905171,35.6806308689,1.9888242296,8.292553895,3.6866816559,0.0495966142,3.4196865494,2.0475135564,4683.0,28.296,6042.0,1197.0,0.777999997138977,116390.0,80000.0,0.44600000977516174,82716.0,62200.0,0.38600000739097595,126025.0,88400.0,0.4399999976158142,88545.0,68400.0,0.36899998784065247,47.341666666667,8.6702777777778,18.4100418410042
11,Solothurn,2555,Rüttenen,1138.0,53.9412673879444,1491.0,2.9696132597,170.0114025086,7.176391683,18.24279007,58.61837693,23.138833,6.6711140761,4.6697798532,7.3382254837,5.3368912608,663.0,2.22,8.8,7.8409090909,12.0,22.1590909091,-9.0,68.6363636364,1.3636363636,319.0,24.0,61.0,234.0,99.0,10.0,20.0,69.0,2.380952381,8.6264100863,2.1234240212,22.8380864765,8.8776448942,24.0110395584,22.470101196,1.241950322,4.0248390064,4.346826127,,11.1315547378,0.2299908004,748.0,1.342,1794.0,580.0,0.7160000205039978,71725.0,59000.0,0.3330000042915344,56719.0,49696.0,0.29100000858306885,78837.0,63700.0,0.33899998664855957,61304.0,54633.0,0.27799999713897705,47.230277777778,7.5297222222222,33.3333333333333
14,Schaffhausen,2903,Löhningen,1017.0,41.2037037037037,1444.0,9.3939393939,211.420204978,12.74238227,24.58448753,57.61772853,17.79778393,6.3581773225,3.5323207347,11.3034263511,2.8258565878,594.0,2.4,6.9,9.1304347826,9.0,52.8985507246,-10.0,37.8260869565,0.1449275362,294.0,58.0,109.0,127.0,93.0,20.0,17.0,56.0,3.5993740219,2.1629416006,,9.5817490494,,22.3574144487,51.9391634981,,,,,3.2699619772,9.7338403042,606.0,1.124,1856.0,632.0,0.7080000042915344,75345.0,64250.0,0.31299999356269836,56587.0,49383.0,0.27300000190734863,84274.0,71300.0,0.3199999928474426,62096.0,55438.0,0.25699999928474426,47.7019,8.5517,19.1972076788831
2,Bern / Berne,690,Court,1028.0,31.1827956989247,1408.0,1.0768126346,57.2125152377,10.86647727,21.94602273,56.03693182,22.01704545,2.830856334,2.1231422505,8.4925690021,8.4925690021,595.0,2.34,24.58,4.6379170057,20.0,34.3368592352,-14.0,60.048820179,0.9764035801,704.0,67.0,445.0,192.0,118.0,22.0,42.0,54.0,4.3165467626,3.5260930889,2.538787024,7.5370545569,2.7225901398,18.3433196678,51.9394512772,4.7303689688,1.019657311,5.1508462104,2.2180174498,3.2166508988,2.5438873121,595.0,0.7010000000000001,1178.0,302.0,0.7609999775886536,60439.0,50000.0,0.32100000977516174,47107.0,40200.0,0.28299999237060547,67961.0,53500.0,0.3310000002384186,51847.0,46100.0,0.2680000066757202,47.240277777778,7.3375,38.1818181818182
22,Vaud,5684,Rossenges,44.0,29.6296296296296,60.0,9.0909090909,55.5555555556,5.0,23.33333333,53.33333333,23.33333333,16.0,0.0,16.0,0.0,25.0,2.4,1.07,4.6728971963,2.0,91.5887850467,-2.0,3.738317757,0.0,14.0,6.0,,7.0,12.0,,,7.0,0.0,0.0,,63.7168141593,0.6637168142,4.4247787611,21.2389380531,3.982300885,0.4424778761,0.0,0.0,5.5309734513,0.0,29.0,0.242,8337.0,724.0,0.8450000286102295,122938.0,61900.0,0.5490000247955322,86658.0,46692.0,0.5189999938011169,130634.0,70000.0,0.5329999923706055,91476.0,53538.0,0.4950000047683716,46.65,6.7833333333333,45.4545454545455
10,Fribourg / Freiburg,2041,Saint-Aubin (FR),1092.0,29.8165137614679,1706.0,22.6455787203,216.2230671736,22.21570926,24.32590856,61.95779601,13.71629543,5.9435364042,1.1887072808,9.5096582467,7.132243685,681.0,2.49,7.9,10.3797468354,18.0,81.2658227848,-20.0,6.4556962025,1.8987341772,404.0,61.0,150.0,193.0,95.0,19.0,22.0,54.0,1.0695187166,6.6305003014,1.6877637131,15.4729525536,26.8359020852,21.0033242672,28.2562707767,0.8159564823,2.5385312783,1.2692656392,,3.4753702025,0.332426715,747.0,1.102,1475.0,532.0,0.7009999752044678,69777.0,60300.0,0.30399999022483826,52320.0,47400.0,0.2460000067949295,79217.0,65700.0,0.3199999928474426,58009.0,53400.0,0.2329999953508377,46.89,6.980556,44.5945945945946
22,Vaud,5748,Bretonnières,184.0,25.4716981132076,258.0,23.4449760766,47.3394495413,7.364341085,22.86821705,61.62790698,15.50387597,15.6555772994,0.0,15.6555772994,19.5694716243,103.0,2.5,5.48,9.1240875912,7.0,44.5255474453,2.0,46.1678832117,0.1824817518,48.0,20.0,6.0,22.0,17.0,7.0,,7.0,0.7142857143,23.7154150198,,20.1748906933,1.1867582761,19.6127420362,27.9200499688,1.249219238,1.6864459713,8.1823860087,2.3735165522,13.9287945034,2.3735165522,99.0,0.139,1408.0,656.0,0.6570000052452087,72030.0,65800.0,0.28600001335144043,52466.0,48762.0,0.23800000548362732,82013.0,76400.0,0.30000001192092896,58439.0,55769.0,0.22200000286102295,46.716666666667,6.4666666666667,59.7938144329897
18,Graubünden / Grigioni / Grischun,3673,Domleschg,1591.0,52.1739130434783,1954.0,2.7880063125,42.5337396604,4.759467758,21.49437052,61.46366428,17.0419652,3.0792917629,1.0264305876,10.2643058763,6.6717988196,818.0,2.37,45.94,3.2651284284,45.0,36.1123204179,-142.0,49.3252067915,11.2973443622,476.0,142.0,60.0,274.0,192.0,49.0,28.0,115.0,0.8326394671,9.7786927432,0.566134843,10.6731507551,11.2874328129,27.4891220886,22.8052213975,,10.4171998976,17.1998976197,,,,866.0,1.119,1293.0,444.0,0.7059999704360962,64485.0,55050.0,0.3199999928474426,49928.0,45900.0,0.2639999985694885,71867.0,59200.0,0.328000009059906,54618.0,50048.0,0.25099998712539673,46.76,9.45,27.8145695364238
13,Basel-Landschaft,2863,Tenniken,703.0,50.8361204013378,934.0,7.6036866359,200.0,10.38543897,18.84368308,61.56316916,19.59314775,5.4704595186,3.2822757112,6.5645514223,5.4704595186,393.0,2.37,4.68,11.3247863248,8.0,47.6495726496,-9.0,41.0256410256,0.0,357.0,32.0,207.0,118.0,61.0,13.0,7.0,41.0,0.0,2.2371364653,,12.2326775021,4.0633019675,22.754491018,25.0213857998,3.122326775,2.4379811805,3.250641574,,26.2617621899,0.2994011976,432.0,0.645,1492.0,642.0,0.6480000019073486,72104.0,64300.0,0.28700000047683716,54124.0,50519.0,0.2409999966621399,80912.0,69750.0,0.29600000381469727,59636.0,55083.0,0.22699999809265137,47.436944444444,7.8111111111111,33.8461538461539
22,Vaud,5562,Mauborget,90.0,39.6551724137931,123.0,28.125,22.2826086957,23.57723577,19.51219512,55.28455285,25.20325203,0.0,0.0,16.5289256198,8.2644628099,58.0,2.12,5.53,4.1591320072,4.0,25.3164556962,-7.0,70.3435804702,0.1808318264,28.0,20.0,,8.0,12.0,6.0,,6.0,0.0,16.8067226891,10.9243697479,11.263467189,9.8922624878,10.0881488737,53.0852105779,0.0,4.2115572968,0.9794319295,3.819784525,4.5053868756,0.0,56.0,0.088,1572.0,552.0,0.699999988079071,64693.0,52550.0,0.3630000054836273,52512.0,45533.0,0.33799999952316284,70730.0,55700.0,0.3580000102519989,56630.0,49100.0,0.3199999928474426,46.86678,6.6082,54.3859649122807
1,Zürich,221,Hettlingen,2254.0,40.974866717441,3168.0,6.9186635167,536.9491525424,8.617424242,25.31565657,58.52272727,16.16161616,6.0490289717,1.2734797835,7.3225087552,8.2776185928,1219.0,2.58,5.79,17.0984455959,22.0,59.067357513,-27.0,22.7979274611,1.0362694301,626.0,56.0,212.0,358.0,159.0,22.0,19.0,118.0,0.9554140127,2.2479126525,1.9910083494,19.5196188712,3.8046714749,12.3734533183,34.140585368,3.6216061228,12.5168177507,4.9295308675,0.0816074461,4.6163347229,1.7799245683,1339.0,5.729,4279.0,965.0,0.7710000276565552,101420.0,77000.0,0.4000000059604645,70280.0,55615.0,0.34599998593330383,112393.0,86900.0,0.3970000147819519,76712.0,62944.0,0.3269999921321869,47.547777777778,8.7097222222222,20.0559701492537
22,Vaud,5556,Fiez,304.0,34.3065693430657,427.0,5.4320987654,62.5183016105,9.601873536,29.9765808,56.20608899,13.81733021,0.0,2.3612750885,2.3612750885,0.0,165.0,2.59,6.83,2.9282576867,4.0,61.9326500732,-4.0,34.6998535871,0.439238653,52.0,19.0,7.0,26.0,22.0,8.0,,11.0,0.0,4.7619047619,1.6666666667,25.7408975445,2.8365791702,19.0516511431,25.6985605419,2.2015241321,9.483488569,0.7620660457,0.4233700254,11.8966977138,0.4233700254,163.0,0.343,2102.0,722.0,0.7039999961853027,80895.0,71900.0,0.3199999928474426,56775.0,50000.0,0.2630000114440918,91966.0,80800.0,0.3319999873638153,63105.0,58000.0,0.25,46.833333333333,6.6166666666667,52.755905511811
21,Ticino,5225,Sorengo,1034.0,44.2913385826772,1783.0,4.5134818288,2097.6470588235,34.26808749,22.04150308,58.10431856,19.85417835,2.1413276231,1.0706638116,5.8886509636,6.9593147752,694.0,2.28,0.87,60.9195402299,9.0,20.6896551724,-8.0,17.2413793103,1.1494252874,1224.0,,73.0,1151.0,162.0,,13.0,149.0,1.8159806295,0.0,0.9728622632,21.9537169773,24.4317018227,15.2774933443,15.3798894122,,1.1058775343,,1.2697112431,3.0718820397,16.3014540242,716.0,4.982,6958.0,792.0,0.8420000076293945,115727.0,66950.0,0.5379999876022339,86276.0,52550.0,0.5099999904632568,124048.0,72100.0,0.5270000100135803,91273.0,57450.0,0.4909999966621399,46.0,8.9333333333333,36.4161849710983
19,Aargau,4063,Bremgarten (AG),5118.0,46.2798937112489,7742.0,3.9892545332,681.514084507,21.07982433,20.31774735,63.3040558,16.37819685,5.9289811175,1.804472514,10.8268350841,6.3156537991,3437.0,2.23,11.31,23.0769230769,44.0,22.2811671088,-44.0,48.0106100796,6.6312997347,4354.0,55.0,999.0,3300.0,634.0,17.0,96.0,521.0,3.459937565,2.7009646302,1.8392282958,13.362638548,10.7359564197,20.4740972466,34.3787923735,2.0010247836,5.6632776894,5.6632776894,,5.3153906313,0.5393597799,3606.0,7.97,2210.0,580.0,0.7799999713897705,75032.0,59800.0,0.36000001430511475,59473.0,49067.0,0.32100000977516174,82094.0,64400.0,0.3630000054836273,64005.0,54028.0,0.3050000071525574,47.352777777778,8.34,23.0627306273063
22,Vaud,5857,Gilly,740.0,36.8876080691643,1235.0,31.9444444444,159.1494845361,29.55465587,23.80566802,64.12955466,12.06477733,3.3769523005,0.8442380751,13.5078092022,3.3769523005,502.0,2.46,7.73,9.702457956,5.0,55.2393272962,-7.0,34.7994825356,0.2587322122,317.0,124.0,35.0,158.0,65.0,20.0,11.0,34.0,9.8705501618,21.164021164,0.8818342152,20.7616066771,5.7033559381,15.4407929056,39.6800556425,1.0954616588,2.6777951661,2.6604068858,1.8431577117,8.4507042254,0.0695531212,550.0,3.428,6233.0,1389.0,0.7440000176429749,119397.0,82800.0,0.4269999861717224,81676.0,62733.0,0.36800000071525574,130443.0,96000.0,0.42100000381469727,88066.0,70195.0,0.3499999940395355,46.45,6.3,50.3030303030303
22,Vaud,5732,Vich,546.0,44.1964285714286,980.0,26.9430051813,632.2580645161,30.6122449,23.67346939,63.97959184,12.34693878,3.1982942431,1.066098081,17.0575692964,4.2643923241,401.0,2.44,1.56,28.2051282051,13.0,41.0256410256,-12.0,30.7692307692,0.0,664.0,18.0,293.0,353.0,96.0,5.0,13.0,78.0,2.3404255319,73.6607142857,,27.0980140935,8.2959641256,17.5848814862,22.133247918,1.3773222293,3.5233824471,0.8968609865,2.2741832159,11.0185778347,2.7226137092,421.0,1.989,4724.0,1483.0,0.7239999771118164,105966.0,84000.0,0.39500001072883606,75649.0,63900.0,0.34200000762939453,116105.0,93300.0,0.38999998569488525,81603.0,70200.0,0.3240000009536743,46.433333333333,6.25,47.6683937823834
17,St. Gallen,3443,Gossau (SG),12070.0,33.0967169476486,18055.0,1.643866464,656.3067975282,20.2603157,19.51260039,61.60066464,18.88673498,5.6572379368,2.8840820854,9.8169717138,7.4320576816,7754.0,2.29,27.46,21.8135469774,127.0,60.7064821559,-137.0,16.2053896577,1.274581209,12987.0,288.0,4266.0,8433.0,1259.0,93.0,244.0,922.0,2.4654029538,5.7206331575,1.3885031936,13.1374476722,21.6399213497,10.9856653558,37.1289483699,1.1956108081,4.9172269441,4.2512368388,,3.9991120132,1.0417988076,8337.0,12.966000000000001,1555.0,453.0,0.7590000033378601,66193.0,55100.0,0.33000001311302185,52137.0,45700.0,0.2800000011920929,73242.0,58800.0,0.3400000035762787,56694.0,50600.0,0.2680000066757202,47.416388888889,9.25,17.3751451800232
22,Vaud,5537,Villars-le-Terroir,798.0,30.7692307692308,1066.0,35.9693877551,150.3526093089,11.06941839,24.67166979,60.88180113,14.44652908,4.7619047619,3.8095238095,11.4285714286,4.7619047619,417.0,2.56,7.12,8.8483146067,12.0,76.8258426966,-13.0,14.3258426966,0.0,148.0,58.0,21.0,69.0,66.0,25.0,,39.0,1.5350877193,27.079303675,2.998065764,24.0694789082,15.278270117,12.4778447359,28.41191067,1.169797944,6.5225097483,1.2761432116,0.5494505495,7.0719602978,1.2406947891,486.0,1.066,2194.0,668.0,0.7390000224113464,78883.0,66100.0,0.34700000286102295,56893.0,49948.0,0.2849999964237213,88554.0,71000.0,0.3529999852180481,62641.0,56647.0,0.27000001072883606,46.65,6.6333333333333,51.7730496453901
10,Fribourg / Freiburg,2122,Pont-en-Ogoz,1286.0,31.8739054290718,1801.0,12.4921923798,177.2637795276,9.994447529,24.1532482,60.74403109,15.10272071,3.355704698,1.677852349,11.1856823266,4.4742729306,735.0,2.44,9.95,12.6633165829,3.0,65.2261306533,-3.0,22.0100502513,0.1005025126,360.0,57.0,47.0,256.0,96.0,20.0,11.0,65.0,0.2369668246,9.5774647887,1.2957746479,19.2797648212,21.9255267026,24.0568348849,23.4688878001,1.6658500735,3.6746692798,0.8329250367,,4.8995590397,0.1959823616,776.0,1.7830000000000001,2297.0,549.0,0.7799999713897705,75936.0,59250.0,0.37599998712539673,57300.0,46453.0,0.3269999921321869,84915.0,64450.0,0.38100001215934753,62762.0,52817.0,0.3109999895095825,46.683333333333,7.0833333333333,58.0275229357798
19,Aargau,4111,Riniken,982.0,45.8174904942966,1486.0,2.1305841924,312.1848739496,17.36204576,21.39973082,56.5948856,22.00538358,3.3738191633,0.0,12.1457489879,10.1214574899,624.0,2.35,4.75,12.4210526316,7.0,30.5263157895,-6.0,56.8421052632,0.2105263158,290.0,25.0,49.0,216.0,74.0,9.0,12.0,53.0,1.2066365008,0.0,2.7063599459,16.0313376988,9.1206735267,14.2072029935,35.3367633302,3.7885874649,4.8643592142,6.7469597755,,5.9518241347,1.7188961646,638.0,0.976,1530.0,606.0,0.6669999957084656,71805.0,62700.0,0.2939999997615814,54755.0,50100.0,0.24300000071525574,79727.0,68800.0,0.30300000309944153,59728.0,54833.0,0.23000000417232513,47.495555555556,8.1875,19.4244604316547
23,Valais / Wallis,6213,Evionnaz,812.0,48.9949748743719,1234.0,10.3756708408,25.6655574043,18.8006483,20.82658023,63.61426256,15.55915721,4.0387722132,5.6542810985,9.6930533118,8.0775444265,495.0,2.38,48.0,2.1875,10.0,11.0208333333,-61.0,19.2916666667,67.5,607.0,12.0,461.0,134.0,71.0,,23.0,44.0,5.6270096463,15.2979066023,2.4154589372,19.60490871,28.7339120024,20.6524992517,23.2565100269,2.9332535169,,,,4.0706375337,,527.0,0.493,935.0,397.0,0.6710000038146973,58650.0,52500.0,0.28999999165534973,47035.0,44100.0,0.24799999594688416,65503.0,55500.0,0.3070000112056732,51486.0,49600.0,0.23899999260902405,46.1792,7.0225,52.5773195876289
1,Zürich,11,Ottenbach,1843.0,47.9224376731302,2591.0,7.510373444,516.1354581673,12.27325357,20.33963721,60.43998456,19.22037823,5.0387596899,2.3255813953,9.6899224806,6.976744186,1103.0,2.33,4.98,20.8835341365,20.0,55.2208835341,-19.0,19.8795180723,4.016064257,654.0,36.0,195.0,423.0,160.0,14.0,30.0,116.0,2.1978021978,8.9528999611,0.8174386921,16.8383429022,4.1343014747,18.608578183,34.889676911,2.0995159293,8.2179443882,4.9082517168,0.1660475065,4.8153776877,2.1558032196,1192.0,3.656,3067.0,820.0,0.765999972820282,87757.0,69000.0,0.37599998712539673,64802.0,52800.0,0.3240000009536743,96718.0,75450.0,0.37599998712539673,70378.0,59500.0,0.30799999833106995,47.281388888889,8.4038888888889,25.5675029868578
19,Aargau,4177,Sisseln,988.0,45.3216374269006,1564.0,9.8314606742,620.6349206349,23.91304348,19.88491049,65.40920716,14.70588235,3.2102728732,2.5682182986,9.6308186196,3.2102728732,680.0,2.29,2.59,34.3629343629,23.0,31.6602316602,-27.0,19.305019305,14.6718146718,1010.0,6.0,768.0,236.0,84.0,,15.0,65.0,0.8119079838,4.5132172792,0.5157962605,10.538071066,8.0812182741,13.8883248731,52.1218274112,1.1573604061,4.2030456853,3.5126903553,,3.6954314721,0.1827411168,743.0,1.194,1607.0,665.0,0.6639999747276306,72253.0,64000.0,0.29499998688697815,56758.0,51600.0,0.2590000033378601,79572.0,68500.0,0.30300000309944153,61453.0,56400.0,0.2460000067949295,47.554444444444,7.9902777777778,27.6018099547511
19,Aargau,4117,Thalheim (AG),634.0,35.9050445103858,824.0,11.8046132972,83.064516129,7.160194175,18.2038835,61.89320388,19.90291262,4.9049662784,2.4524831392,11.0361741263,8.5836909871,341.0,2.4,9.84,5.7926829268,11.0,50.3048780488,-18.0,43.8008130081,0.1016260163,253.0,58.0,82.0,113.0,70.0,24.0,12.0,34.0,1.0178117048,3.717472119,0.8674101611,10.2113371519,3.6737112384,11.4754098361,50.2271380604,10.3890973731,2.0936203832,6.2018566068,,3.6934623741,0.7307920205,388.0,0.658,1696.0,535.0,0.7360000014305115,70883.0,60100.0,0.3140000104904175,54960.0,46833.0,0.28999999165534973,79199.0,66650.0,0.32100000977516174,60192.0,52400.0,0.2720000147819519,47.437222222222,8.1041666666667,21.9123505976096
10,Fribourg / Freiburg,2217,Ponthaux,499.0,26.7942583732057,723.0,12.4416796267,122.3350253807,6.915629322,28.49239281,58.50622407,13.00138313,7.0972320795,2.8388928318,12.7750177431,2.8388928318,246.0,2.92,5.96,6.5436241611,10.0,70.3020134228,-10.0,22.9865771812,0.1677852349,118.0,37.0,13.0,68.0,38.0,14.0,6.0,18.0,0.0,4.3731778426,,10.1026045777,26.7561168114,29.1239147593,24.3883188635,4.9723756906,0.4735595896,2.2888713496,,1.8153117601,0.0789265983,272.0,0.343,1260.0,442.0,0.6800000071525574,68727.0,62400.0,0.30000001192092896,49005.0,44100.0,0.25,79749.0,70900.0,0.3149999976158142,55441.0,51531.0,0.2370000034570694,46.816666666667,7.0333333333333,48.0769230769231
5,Schwyz,1362,Arth,7192.0,40.9608442099417,11735.0,9.6831479578,279.2717753451,26.99616532,20.46016191,63.544951,15.99488709,5.2288702212,1.3715069433,9.0862334991,6.0860620607,4814.0,2.4,42.1,9.7149643705,73.0,40.6413301663,-56.0,44.5605700713,5.0831353919,3975.0,289.0,1197.0,2489.0,777.0,114.0,136.0,527.0,1.7800493479,7.7606277486,1.5176338708,20.5819779013,20.3417747581,15.5377118935,38.3158328186,,3.5618694667,,,1.6608331618,,5112.0,8.870000000000001,1735.0,471.0,0.7630000114440918,68939.0,55800.0,0.33799999952316284,54112.0,46100.0,0.2930000126361847,76412.0,59600.0,0.34700000286102295,58847.0,51024.0,0.2800000011920929,47.064444444444,8.5241666666667,19.6421915765934
22,Vaud,5812,Champtauroz,90.0,24.390243902439,130.0,7.4380165289,42.6229508197,10.76923077,28.46153846,52.30769231,19.23076923,0.0,0.0,0.0,7.6045627376,48.0,2.71,3.03,4.9504950495,3.0,75.2475247525,-4.0,19.4719471947,0.3300330033,27.0,18.0,,9.0,11.0,7.0,,,0.0,0.0,6.7669172932,19.2583732057,3.1100478469,30.3827751196,30.023923445,6.9377990431,0.956937799,2.2727272727,1.0765550239,3.8277511962,0.0,44.0,0.052000000000000005,1185.0,532.0,0.656000018119812,66614.0,57950.0,0.3160000145435333,47374.0,43338.0,0.2750000059604645,76586.0,61650.0,0.3230000138282776,53388.0,51228.0,0.2619999945163727,46.766666666667,6.7833333333333,60.5263157894737
1,Zürich,198,Uster,21704.0,47.5705780679854,34319.0,6.3660313033,1204.5981045981,22.95812815,20.45222763,62.45519974,17.09257263,5.5127923173,1.9646653471,11.7293453559,7.0669305769,15143.0,2.23,28.54,28.8367203924,97.0,40.7498248073,-128.0,26.6643307638,3.7491240364,16330.0,181.0,3218.0,12931.0,2434.0,60.0,305.0,2069.0,1.9510399411,6.1382281768,1.5670188278,13.1099403382,3.447035039,23.5622932988,27.7191170492,3.9942096184,9.5170470153,4.493863514,0.2296375243,8.0334677464,2.4771186534,15874.0,39.621,2496.0,686.0,0.7509999871253967,79839.0,63650.0,0.3610000014305115,61233.0,52300.0,0.30799999833106995,87934.0,68500.0,0.36399999260902405,66322.0,57600.0,0.2930000126361847,47.349166666667,8.7191666666667,26.4786525656091
11,Solothurn,2481,Witterswil,1035.0,52.9411764705883,1486.0,7.3699421965,556.5543071161,18.50605653,20.52489906,58.61372813,20.86137281,2.6845637584,0.0,4.0268456376,7.3825503356,593.0,2.45,2.65,13.9622641509,13.0,66.0377358491,-14.0,20.0,0.0,488.0,49.0,129.0,310.0,83.0,8.0,17.0,58.0,0.4754358162,0.6693440428,1.6064257028,23.1966952653,15.7292659676,17.7311725453,25.7070225612,1.0486177312,4.5440101684,2.3832221163,,8.5478233238,0.0635525898,657.0,2.379,3621.0,923.0,0.7739999890327454,94538.0,74700.0,0.38600000739097595,66478.0,54400.0,0.3319999873638153,104424.0,84200.0,0.38100001215934753,72448.0,60700.0,0.31200000643730164,47.487222222222,7.5236111111111,25.5
2,Bern / Berne,609,Häutligen,216.0,23.9316239316239,255.0,7.5949367089,83.0618892508,1.568627451,20.78431373,63.1372549,16.07843137,3.9682539683,3.9682539683,11.9047619048,0.0,99.0,2.49,3.04,3.6184210526,0.0,68.75,0.0,27.6315789474,0.0,83.0,35.0,8.0,40.0,32.0,15.0,,13.0,0.0,4.016064257,,3.1865828092,1.2578616352,4.0251572327,65.4507337526,5.4507337526,1.5513626834,11.7819706499,0.0838574423,1.2578616352,5.0733752621,113.0,0.263,2330.0,463.0,0.8230000138282776,72484.0,54700.0,0.38999998569488525,58282.0,47095.0,0.35100001096725464,79123.0,57400.0,0.39100000262260437,62653.0,50800.0,0.33500000834465027,46.857222222222,7.6052777777778,32.9113924050633
19,Aargau,4112,Rüfenach,636.0,37.3134328358209,869.0,0.3464203233,208.3932853717,14.03912543,20.02301496,61.91024166,18.06674338,4.6109510086,4.6109510086,6.916426513,6.916426513,323.0,2.68,4.18,11.4832535885,10.0,47.3684210526,-9.0,40.6698564593,0.4784688995,236.0,42.0,28.0,166.0,57.0,14.0,6.0,37.0,0.0,0.0,1.5011547344,13.18189355,8.2075940972,14.9063173603,43.0442712651,5.1069474382,5.1566904328,4.7919084729,,4.2778975294,0.4476869508,382.0,0.635,1662.0,775.0,0.6380000114440918,75916.0,67150.0,0.289000004529953,55972.0,52150.0,0.23899999260902405,85191.0,72850.0,0.29899999499320984,61752.0,58743.0,0.2280000001192093,47.509444444444,8.2080555555556,18.3823529411765
1,Zürich,21,Adlikon,502.0,33.974358974359,666.0,15.424610052,101.2158054711,9.75975976,21.17117117,61.86186186,16.96696697,7.5301204819,3.0120481928,13.5542168675,1.5060240964,264.0,2.5,6.64,10.9939759036,10.0,63.7048192771,-12.0,22.7409638554,2.5602409639,173.0,58.0,23.0,92.0,63.0,23.0,7.0,33.0,1.7921146953,27.1903323263,,7.3926283734,0.8610731912,8.3167069201,56.820329728,4.7254016591,3.9168329308,6.6260632154,0.0315026777,3.8328257902,5.9750078757,296.0,0.549,1855.0,624.0,0.7009999752044678,75596.0,66150.0,0.3070000112056732,58351.0,48190.0,0.28600001335144043,84444.0,74650.0,0.3109999895095825,63825.0,54767.0,0.2639999985694885,,,24.1509433962264
21,Ticino,5221,Savosa,1258.0,47.7079796264856,2212.0,5.2831984769,2989.1891891892,33.49909584,19.93670886,58.00180832,22.06148282,3.1446540881,2.2461814915,10.3324348607,8.0862533693,981.0,2.21,0.74,72.972972973,6.0,12.1621621622,-5.0,13.5135135135,1.3513513514,1216.0,,137.0,1075.0,224.0,,27.0,196.0,1.9213973799,4.0178571429,2.0535714286,15.8655520724,25.0435388366,13.4447927551,14.925113201,,0.8185301289,,0.1219087426,6.0083594566,21.6126785092,932.0,4.69,5032.0,563.0,0.8550000190734863,97511.0,58500.0,0.5090000033378601,70861.0,47550.0,0.45100000500679016,105180.0,63300.0,0.49900001287460327,75611.0,52739.0,0.43299999833106995,46.016666666667,8.95,33.2740213523132
